SP;nom_sc;nom_fr;ID_TAXON;;
PTIVIO;Ptilonorhynchus violaceus;Jardinier satiné;13194;;
PTIVIR;Ptilinopus viridis;Ptilope turvert;9169;;
PTIWAL;Ptilinopus wallacii;Ptilope de Wallace;9147;;
PTPERL;Ptilinopus perlatus;Ptilope perlé;9143;;
PTPERO;Ptilinopus perousii;Ptilope de La Pérouse;9149;;
PTPERS;Ptiloprora perstriata;Méliphage strié;13383;;
PTREUS;Ptilinopus porphyreus;Ptilope porphyre;9130;;
PTYALE;Ptychoramphus aleuticus;Starique de Cassin;8849;;
PTYTUR;Ptyrticus turdinus;Akalat à dos roux;16451;;
PUCMAC;Pucrasia macrolopha;Eulophe koklass;8048;;
PUFASS;Puffinus assimilis;Petit Puffin;6795;;
PUFAUR;Puffinus auricularis;Puffin de Townsend;6789;;
PUFBAN;Puffinus bannermani;Puffin de Bannerman;6797;;
PUFBUL;Puffinus bulleri;Puffin de Buller;6779;;
PUFCAR;Puffinus carneipes;Puffin à pieds pâles;6780;;
PUFCRE;Puffinus creatopus;Puffin à pieds roses;6781;;
PUFGAV;Puffinus gavia;Puffin volage;6792;;
PUFGRA;Puffinus gravis;Puffin majeur;6782;;
PUFGRI;Puffinus griseus;Puffin fuligineux;6783;;
PUFHEI;Puffinus heinrothi;Puffin de Heinroth;6798;;
PUFHUT;Puffinus huttoni;Puffin de Hutton;6793;;
PUFLHE;Puffinus lherminieri;Puffin d'Audubon;6794;;
PUFMAU;Puffinus (yelkouan) mauretanicus;Puffin des Baléares;6788;;
PUFNAT;Puffinus nativitatis;Puffin de la Nativité;6785;;
PUFOPI;Puffinus opisthomelas;Puffin cul-noir;6791;;
PUFPAC;Puffinus pacificus;Puffin fouquet;6778;;
PUFPER;Puffinus persicus;Puffin persique;6796;;
PUFPUF;Puffinus puffinus;Puffin des Anglais;6786;;
PUFTEN;Puffinus tenuirostris;Puffin à bec grêle;6784;;
PUFYEL;Puffinus yelkouan;Puffin yelkouan;6787;;
PULKOE;Pulsatrix koeniswaldiana;Chouette à sourcils jaunes;10043;;
PULMEL;Pulsatrix melanota;Chouette à collier;10042;;
PULPER;Pulsatrix perspicillata;Chouette à lunettes;10041;;
PURSPU;Purpureicephalus spurius;Perruche à tête pourpre;9402;;
PUSFUL;Phylloscopus fuligiventer;Pouillot enfumé;16333;;
PUSLUS;Phylloscopus griseolus;Pouillot griséole;16336;;
PUSPOL;Phylloscopus poliocephalus;Pouillot des îles;16364;;
PYCATR;Pycnonotus atriceps;Bulbul cap-nègre;15681;;
PYCAUR;Pycnonotus aurigaster;Bulbul cul-d'or;15699;;
PYCBAR;Pycnonotus barbatus;Bulbul des jardins;15689;;
PYCBIM;Pycnonotus bimaculatus;Bulbul bimaculé;15703;;
PYCBLA;Pycnonotus blanfordi;Bulbul de Blanford;15711;;
PYCBRU;Pycnonotus brunneus;Bulbul aux yeux rouges;15713;;
PYCCAF;Pycnonotus cafer;Bulbul à ventre rouge;15698;;
PYCCAP;Pycnonotus capensis;Bulbul du Cap;15694;;
PYCCIN;Pycnopygius cinereus;Méliphage marbré;13356;;
PYCCOS;Pycnonotus melanoleucos;Bulbul demi-deuil;15679;;
PYCCUS;Pycnonotus leucogrammicus;Bulbul rayé;15677;;
PYCCYA;Pycnonotus cyaniventris;Bulbul à ventre gris;15684;;
PYCDOD;Pycnonotus dodsoni;Bulbul de Dodson;15691;;
PYCERY;Pycnonotus erythropthalmos;Bulbul oeil-de-feu;15714;;
PYCEUT;Pycnonotus eutilotus;Bulbul laineux;15700;;
PYCFIN;Pycnonotus finlaysoni;Bulbul de Finlayson;15704;;
PYCFLA;Pycnonotus flavescens;Bulbul flavescent;15707;;
PYCFLO;Pycnoptilus floccosus;Pycnoptile compagnon;13481;;
PYCGOI;Pycnonotus goiavier;Bulbul goiavier;15709;;
PYCGOS;Pycnonotus xanthopygos;Bulbul d'Arabie;15695;;
PYCIXO;Pycnopygius ixoides;Méliphage ocré;13355;;
PYCJOC;Pycnonotus jocosus;Bulbul orphée;15685;;
PYCLUT;Pycnonotus luteolus;Bulbul à sourcils blancs;15708;;
PYCMUS;Pycnonotus xantholaemus;Bulbul à menton jaune;15705;;
PYCNIE;Pycnonotus nieuwenhuisii;Bulbul à lunettes bleues;15701;;
PYCNIG;Pycnonotus nigricans;Bulbul brunoir;15693;;
PYCNYS;Pycnonotus leucogenys;Bulbul à joues blanches;15697;;
PYCOUS;Pycnonotus xanthorrhous;Bulbul à poitrine brune;15686;;
PYCPEN;Pycnonotus penicillatus;Bulbul oreillard;15706;;
PYCPLU;Pycnonotus plumosus;Bulbul aux ailes olive;15710;;
PYCPRI;Pycnonotus priocephalus;Bulbul colombar;15680;;
PYCRUS;Pycnonotus melanicterus;Bulbul à tête noire;15682;;
PYCSIM;Pycnonotus simplex;Bulbul aux yeux blancs;15712;;
PYCSIN;Pycnonotus sinensis;Bulbul de Chine;15687;;
PYCSOM;Pycnonotus somaliensis;Bulbul somalien;15690;;
PYCSQU;Pycnonotus squamatus;Bulbul écaillé;15683;;
PYCSTI;Pycnopygius stictocephalus;Méliphage à tête rayée;13357;;
PYCSTR;Pycnonotus striatus;Bulbul strié;15676;;
PYCTAI;Pycnonotus taivanus;Bulbul de Taiwan;15688;;
PYCTIS;Pycnonotus leucotis;Bulbul à oreillons blancs;15696;;
PYCTRI;Pycnonotus tricolor;Bulbul tricolore;15692;;
PYCTYM;Pycnonotus tympanistrigus;Bulbul à cou tacheté;15678;;
PYCURO;Pycnonotus urostictus;Bulbul à lunettes jaunes;15702;;
PYCZEY;Pycnonotus zeylanicus;Bulbul à tête jaune;15675;;
PYGADE;Pygoscelis adeliae;Manchot d'Adélie;6658;;
PYGALB;Pygarrhichas albogularis;Picotelle à gorge blanche;12967;;
PYGANT;Pygoscelis antarctica;Manchot à jugulaire;6659;;
PYGPAP;Pygoscelis papua;Manchot papou;6657;;
PYGSTE;Pygiptila stellaris;Batara étoilé;12481;;
PYRACA;Pyrrhula erythaca;Bouvreuil à tête grise;17676;;
PYRALA;Pyrrhula erythrocephala;Bouvreuil à tête rouge;17675;;
PYRALB;Pyrrhura albipectus;Conure à col blanc;9578;;
PYRATR;Pyriglena atra;Alapi noir;12598;;
PYRAUR;Pyrrhula aurantiaca;Bouvreuil orangé;17674;;
PYRBRU;Pyrrholaemus brunneus;Séricorne rougegorge;13508;;
PYRCAL;Pyrrhura calliptera;Conure à poitrine brune;9579;;
PYRCIN;Pyrrhomyias cinnamomea;Moucherolle cannelle;11991;;
PYRCRU;Pyrrhura cruentata;Conure tiriba;9564;;
PYRDEV;Pyrrhura devillei;Conure de Deville;9565;;
PYREGR;Pyrrhura egregia;Conure aile-de-feu;9573;;
PYREPA;Pyrrhoplectes epauletta;Pyrrhoplecte à nuque d'or;17693;;
PYRERA;Pyriglena leucoptera;Alapi demoiselle;12597;;
PYRFRO;Pyrrhura frontalis;Conure de Vieillot;9566;;
PYRGRA;Pyrrhocorax graculus;Chocard à bec jaune;13937;;
PYRHOE;Pyrrhura hoematotis;Conure à oreillons;9580;;
PYRHOF;Pyrrhura hoffmanni;Conure de Hoffmann;9582;;
PYRMEL;Pyrrhura melanura;Conure de Souancé;9574;;
PYRMIN;Pyrenestes minor;Petit Pyréneste;17363;;
PYRMOL;Pyrrhura molinae;Conure de Molina;9569;;
PYRMUR;Pyrrhula murina;Bouvreuil des Açores;17678;;
PYRNIP;Pyrrhula nipalensis;Bouvreuil brun;17672;;
PYRNIS;Pyrrhula leucogenis;Bouvreuil des Philippines;17673;;
PYRORC;Pyrrhura orcesi;Conure d'Orcès;9576;;
PYROST;Pyrenestes ostrinus;Pyréneste ponceau;17362;;
PYROTA;Pyriglena leuconota;Alapi à dos blanc;12596;;
PYRPER;Pyrrhura perlata;Conure perlée;9567;;
PYRPIC;Pyrrhura picta;Conure versicolore;9570;;
PYRRAX;Pyrrhocorax pyrrhocorax;Crave à bec rouge;13936;;
PYRRER;Pyrrhura rhodogaster;Conure à ventre rouge;9568;;
PYRRLA;Pyrrhura rhodocephala;Conure tête-de-feu;9581;;
PYRRUB;Pyrocephalus rubinus;Moucherolle vermillon;12043;;
PYRRUF;Pyrrhocoma ruficeps;Tangara à tête marron;18143;;
PYRRUP;Pyrrhura rupicola;Conure à cape noire;9577;;
PYRSAN;Pyrenestes sanguineus;Pyréneste gros-bec;17361;;
PYRSCU;Pyroderus scutatus;Coracine ignite;12334;;
PYRTIS;Pyrrhura leucotis;Conure emma;9571;;
PYRULA;Pyrrhula pyrrhula;Bouvreuil pivoine;17677;;
PYRULAEUR;Pyrrhula pyrrhula europaea;;18853;;
PYRULAPYR;Pyrrhula pyrrhula pyrrhula;Bouvreuil trompetteur;18854;;
PYRVIR;Pyrrhura viridicata;Conure des Santa Marta;9572;;
PYTAFR;Pytilia afra;Beaumarquet à dos jaune;17350;;
PYTHYP;Pytilia hypogrammica;Beaumarquet à ailes jaunes;17352;;
PYTLIN;Pytilia lineata;Beaumarquet à bec rouge;17349;;
PYTMEL;Pytilia melba;Beaumarquet melba;17351;;
PYTPHO;Pytilia phoenicoptera;Beaumarquet aurore;17348;;
QUECAR;Quelea cardinalis;Travailleur cardinal;17301;;
QUEERY;Quelea erythrops;Travailleur à tête rouge;17302;;
QUEPUR;Querula purpurata;Coracine noire;12332;;
QUEQUE;Quelea quelea;Travailleur à bec rouge;17303;;
QUILUG;Quiscalus lugubris;Quiscale merle;18772;;
QUIMAJ;Quiscalus major;Quiscale des marais;18767;;
QUIMEX;Quiscalus mexicanus;Quiscale à longue queue;18766;;
QUINIC;Quiscalus nicaraguensis;Quiscale du Nicaragua;18769;;
QUINIG;Quiscalus niger;Quiscale noir;18771;;
QUIPAL;Quiscalus palustris;Quiscale de Mexico;18768;;
QUIQUI;Quiscalus quiscula;Quiscale bronzé;18770;;
RALANT;Rallus antarcticus;Râle austral;8219;;
RALAQU;Rallus aquaticus;Râle d'eau;8220;;
RALCAE;Rallus caerulescens;Râle bleuâtre;8221;;
RALCAN;Rallina canningi;Râle des Andaman;8176;;
RALELE;Rallus elegans;Râle élégant;8215;;
RALEUR;Rallina eurizonoides;Râle de forêt;8178;;
RALFAS;Rallina fasciata;Râle barré;8177;;
RALFOR;Rallina forbesi;Râle de Forbes;8173;;
RALLEU;Rallina leucospila;Râle vergeté;8172;;
RALLIM;Rallus limicola;Râle de Virginie;8217;;
RALLON;Rallus longirostris;Râle gris;8214;;
RALMAD;Rallus madagascariensis;Râle de Madagascar;8222;;
RALMAY;Rallina mayri;Râle de Mayr;8174;;
RALRUB;Rallina rubra;Râle marron;8171;;
RALSEM;Rallus semiplumbeus;Râle de Bogota;8218;;
RALTRI;Rallina tricolor;Râle tricolore;8175;;
RALWET;Rallus wetmorei;Râle de Wetmore;8216;;
RAMAMB;Ramphastos ambiguus;Toucan tocard;11380;;
RAMBRA;Ramphocinclus brachyurus;Moqueur gorge-blanche;15303;;
RAMCAR;Ramphocelus carbo;Tangara à bec d'argent;18225;;
RAMCIT;Ramphastos citreolaemus;Toucan à gorge citron;11374;;
RAMCUL;Ramphastos culminatus;Toucan à culmen jaune;11375;;
RAMCUV;Ramphastos cuvieri;Toucan de Cuvier;11382;;
RAMDIC;Ramphastos dicolorus;Toucan à ventre rouge;11378;;
RAMDIM;Ramphocelus dimidiatus;Tangara à dos rouge;18223;;
RAMDOH;Ramphodon dohrnii;Colibri de Dohrn;10431;;
RAMDOR;Ramphomicron dorsale;Colibri à dos noir;10727;;
RAMFAS;Ramsayornis fasciatus;Méliphage fascié;13424;;
RAMFLA;Ramphocelus flammigerus;Tangara flamboyant;18228;;
RAMFUS;Ramphotrigon fuscicauda;Platyrhynque à queue sombre;11949;;
RAMIUS;Ramphocelus bresilius;Tangara du Brésil;18226;;
RAMMEG;Ramphotrigon megacephala;Platyrhynque à grosse tête;11948;;
RAMMIC;Ramphomicron microrhynchum;Colibri à petit bec;10726;;
RAMMOD;Ramsayornis modestus;Méliphage modeste;13423;;
RAMNAE;Ramphodon naevius;Colibri tacheté;10430;;
RAMNIG;Ramphocelus nigrogularis;Tangara masqué;18222;;
RAMPAS;Ramphocelus passerinii;Tangara à croupion rouge;18227;;
RAMRUF;Ramphotrigon ruficauda;Platyrhynque à queue rousse;11950;;
RAMRUS;Ramphocaenus melanurus;Microbate à long bec;15451;;
RAMSAN;Ramphocelus sanguinolentus;Tangara ceinturé;18221;;
RAMSUL;Ramphastos sulfuratus;Toucan à carène;11372;;
RAMSWA;Ramphastos swainsonii;Toucan de Swainson;11379;;
RAMTER;Ramphocelus melanogaster;Tangara du Huallaga;18224;;
RAMTOC;Ramphastos toco;Toucan toco;11383;;
RAMTUC;Ramphastos tucanus;Toucan à bec rouge;11381;;
RAMVIS;Ramphastos brevis;Toucan du Choco;11373;;
RAMVIT;Ramphastos vitellinus;Toucan ariel;11376;;
RANPSE;Randia pseudozosterops;Randie malgache;16278;;
RAPACE;FALCONIFORMA;Rapaces;7328;;
RAPCUC;Raphus cucullatus;Dronte de Maurice;8885;;
RAPLEU;Raphidura leucopygialis;Martinet leucopyge;10335;;
RAPSAB;Raphidura sabini;Martinet de Sabine;10336;;
RAPSOL;Raphus solitarius;Dronte de la Réunion;8886;;
RAXGON;Cyanocorax cyanopogon;Geai à nuque blanche;13879;;
RAXLAS;Cyanocorax cyanomelas;Geai bleu-noir;13870;;
RECAME;Recurvirostra americana;Avocette d'Amérique;8669;;
RECAND;Recurvirostra andina;Avocette des Andes;8671;;
RECAVO;Recurvirostra avosetta;Avocette élégante;8668;;
RECNOV;Recurvirostra novaehollandiae;Avocette d'Australie;8670;;
REGCAL;Regulus calendula;Roitelet à couronne rubis;15664;;
REGGOO;Regulus goodfellowi;Roitelet de Taiwan;15667;;
REGIGN;Regulus ignicapillus;Roitelet triple-bandeau;15668;;
REGREG;Regulus regulus;Roitelet huppé;15665;;
REGSAT;Regulus satrapa;Roitelet à couronne dorée;15669;;
REGSPE;Regulus;;15663;;
REGTEN;Regulus teneriffae;Roitelet de Teneriffe;15666;;
REIBRO;Reinwardtoena browni;Phasianelle de Brown;8974;;
REICRA;Reinwardtoena crassirostris;Phasianelle huppée;8975;;
REIREI;Reinwardtoena reinwardtsi;Phasianelle de Reinwardt;8973;;
REIVAL;Reinwardtipicus validus;Pic vigoureux;11645;;
REMCON;Remiz consobrinus;Rémiz de Chine;15469;;
REMCOR;Remiz coronatus;Rémiz couronnée;15468;;
REMPEN;Remiz pendulinus;Rémiz penduline;15467;;
RHACLO;Rhamphocoris clotbey;Alouette de Clot-bey;16814;;
RHAGRA;Rhabdornis grandis;Rhabdornis à long bec;16750;;
RHAINO;Rhabdornis inornatus;Rhabdornis à tête brune;16751;;
RHALEU;Rhagologus leucostigma;Rhagologue maillé;13775;;
RHAMEG;Rhamphomantis megarhynchus;Coucou à long bec;9766;;
RHAMYS;Rhabdornis mysticalis;Rhabdornis à tête striée;16749;;
RHANIG;Melopyrrha nigra;Sporophile négrito;18539;;
RHARIS;Rhipidura superciliaris;Rhipidure bleu;14208;;
RHAUDA;Rhinomyias ruficauda;Gobemouche à queue marron;14821;;
RHEAME;Rhea americana;Nandou d'Amérique;6546;;
RHEBER;Rhegmatorhina berlepschi;Fourmilier arlequin;12661;;
RHECRI;Rhegmatorhina cristata;Fourmilier à huppe marron;12659;;
RHEGYM;Rhegmatorhina gymnops;Fourmilier fuligineux;12662;;
RHEHOF;Rhegmatorhina hoffmannsi;Fourmilier à poitrine blanche;12660;;
RHEMEL;Rhegmatorhina melanosticta;Fourmilier chevelu;12658;;
RHEOCE;Rheinardia ocellata;Argus ocellé;8099;;
RHEPEN;Rhea pennata;Nandou de Darwin;6547;;
RHFLUA;Rhipidura superflua;Rhipidure de Buru;14239;;
RHIADD;Rhinomyias addita;Gobemouche à gorge rayée;14816;;
RHIAFR;Rhinoptilus africanus;Courvite à double collier;8679;;
RHIATA;Rhipidura albolimbata;Rhipidure familier;14228;;
RHIATE;Rhinopomastus aterrimus;Irrisor noir;11157;;
RHIATR;Rhipidura atra;Rhipidure noir;14226;;
RHIAUR;Rhipidura aureola;Rhipidure à grands sourcils;14215;;
RHIBIT;Rhinoptilus bitorquatus;Courvite de Jerdon;8682;;
RHIBRA;Rhipidura brachyrhyncha;Rhipidure dimorphe;14237;;
RHIBRU;Rhinomyias brunneata;Gobemouche à poitrine brune;14818;;
RHICHA;Rhinoptilus chalcopterus;Courvite à ailes bronzées;8680;;
RHICIN;Rhinoptilus cinctus;Courvite à triple collier;8681;;
RHICOC;Rhipidura cockerelli;Rhipidure de Cockerell;14222;;
RHICOL;Rhinomyias colonus;Gobemouche à queue henné;14822;;
RHIDAH;Rhipidura dahli;Rhipidure des Bismark;14244;;
RHIDED;Rhipidura dedemi;Rhipidure de Céram;14240;;
RHIDIL;Rhipidura diluta;Rhipidure à calotte brune;14219;;
RHIDRO;Rhipidura drownei;Rhipidure brun;14231;;
RHIEPS;Rhipidura cyaniceps;Rhipidure à tête bleue;14209;;
RHIEUR;Rhipidura euryura;Rhipidure à ventre blanc;14214;;
RHIFUL;Rhipidura fuliginosa;Rhipidure à collier;14230;;
RHIFUS;Rhipidura fuscorufa;Rhipidure brun-roux;14221;;
RHIGOO;Rhinomyias goodfellowi;Gobemouche de Goodfellow;14826;;
RHIGUL;Rhinomyias gularis;Gobemouche bridé;14823;;
RHIHRA;Rhipidura hyperythra;Rhipidure à ventre roux;14227;;
RHIINS;Rhinomyias insignis;Gobemouche de Luçon;14824;;
RHIJAV;Rhipidura javanica;Rhipidure pie;14216;;
RHIKUB;Rhipidura kubaryi;Rhipidure de Ponapé;14247;;
RHILAN;Rhinocrypta lanceolata;Tourco huppé;13118;;
RHILAS;Rhinopomastus cyanomelas;Irrisor namaquois;11158;;
RHILEP;Rhipidura lepida;Rhipidure des Palau;14242;;
RHILIS;Rhipidura albicollis;Rhipidure à gorge blanche;14212;;
RHILON;Rhizothera longirostris;Perdrix à long bec;7980;;
RHIMAC;Rhipidura maculipectus;Rhipidure maculé;14224;;
RHIMAL;Rhipidura malaitae;Rhipidure de Malaita;14246;;
RHIMAT;Rhipidura matthiae;Rhipidure des Saint-Matthias;14245;;
RHIMIN;Rhinopomastus minor;Irrisor à cimeterre;11159;;
RHINEB;Rhipidura nebulosa;Rhipidure des Samoa;14236;;
RHINIG;Rhipidura nigrocinnamomea;Rhipidure noir et roux;14211;;
RHIOLI;Rhinomyias olivacea;Gobemouche à dos olive;14819;;
RHIOPI;Rhipidura opistherythra;Rhipidure des Tanimbar;14241;;
RHIOSC;Rhinomyias oscillans;Gobemouche de Florès;14817;;
RHIPHA;Rhipidura phasiana;Rhipidure des mangroves;14229;;
RHIPHO;Rhipidura phoenicura;Rhipidure rougequeue;14210;;
RHIRAX;Rhipidura leucothorax;Rhipidure à poitrine blanche;14225;;
RHIREN;Rhipidura rennelliana;Rhipidure de Rennell;14233;;
RHIRIS;Rhinomyias albigularis;Gobemouche de Negros;14825;;
RHIRYS;Rhipidura leucophrys;Rhipidure hochequeue;14218;;
RHISEM;Rhipidura semirubra;Rhipidure de l'Amirauté;14249;;
RHISPI;Rhipidura spilodera;Rhipidure tacheté;14234;;
RHITEN;Rhipidura tenebrosa;Rhipidure ombré;14232;;
RHITEY;Rhipidura teysmanni;Rhipidure des Célèbes;14238;;
RHITHA;Rhipidura hypoxantha;Rhipidure à ventre jaune;14207;;
RHITHR;Rhipidura threnothorax;Rhipidure fuligineux;14223;;
RHIUMB;Rhinomyias umbratilis;Gobemouche ombré;14820;;
RHOARD;Rhopornis ardesiaca;Alapi de Bahia;12600;;
RHOATR;Rhopocichla atriceps;Timalie à tête noire;16534;;
RHOCAR;Rhodonessa caryophyllacea;Nette à cou rose;7276;;
RHOCEL;Rhodothraupis celaeno;Cardinal à collier;18619;;
RHODIR;Rhodinocichla rosea;Tangara quéo;18167;;
RHODOR;Rhodostethia rosea;Mouette rosée;8759;;
RHOFLA;Rhodacanthis flaviceps;Petit Psittirostre;17705;;
RHOGIT;Rhodopechys githaginea;Roselin githagine;17631;;
RHOMON;Rhodopechys mongolica;Roselin de Mongolie;17632;;
RHOOBS;Rhodopechys obsoleta;Roselin de Lichtenstein;17633;;
RHOPAL;Rhodacanthis palmeri;Psittirostre de Palmer;17706;;
RHOPEK;Rhopophilus pekinensis;Rhopophile de Pékin;16165;;
RHORSA;Rhipidura rufidorsa;Rhipidure à dos roux;14243;;
RHOSAN;Rhodopechys sanguinea;Roselin à ailes roses;17630;;
RHOVES;Rhodopis vesper;Colibri vesper;10772;;
RHPERL;Rhipidura perlata;Rhipidure perlé;14217;;
RHPERS;Rhipidura personata;Rhipidure de Kandavu;14235;;
RHRONS;Rhipidura rufifrons;Rhipidure roux;14248;;
RHTRIS;Rhipidura rufiventris;Rhipidure à ventre chamois;14220;;
RHYBIC;Rhyacornis bicolor;Nymphée bicolore;15035;;
RHYBRE;Rhynchocyclus brevirostris;Platyrhynque à bec court;11952;;
RHYCIN;Rhynchortyx cinctus;Colin ceinturé;7877;;
RHYHOL;Rhytipterna holerythra;Aulia roux;12153;;
RHYIMM;Rhytipterna immunda;Aulia à ventre pâle;12155;;
RHYJUB;Rhynochetos jubatus;Kagou huppé;8337;;
RHYOLI;Rhynchocyclus olivaceus;Platyrhynque olivâtre;11954;;
RHYOLIGUI;Rhynchocyclus olivaceus guianensis;Platyrhynque olivâtre;18914;;
RHYPAC;Rhynchopsitta pachyrhyncha;Conure à gros bec;9557;;
RHYRUF;Rhynchotus rufescens;Tinamou isabelle;6598;;
RHYSIM;Rhytipterna simplex;Aulia grisâtre;12154;;
RHYSOC;Rhynchostruthus socotranus;Grand-verdier à ailes d'or;17586;;
RHYSUS;Rhyacornis fuliginosus;Nymphée fuligineuse;15034;;
RHYTER;Rhynchopsitta terrisi;Conure à front brun;9558;;
RHYTUS;Rhynchocyclus fulvipectus;Platyrhynque à poitrine fauve;11955;;
RIMMAL;Rimator malacoptilus;Turdinule à long bec;16467;;
RIPCIN;Riparia cincta;Hirondelle à collier;15600;;
RIPCON;Riparia congica;Hirondelle du Congo;15599;;
RIPPAL;Riparia paludicola;Hirondelle paludicole;15598;;
RIPRIP;Riparia riparia;Hirondelle de rivage;15597;;
RISALB;Leucochloris albicollis;Colibri à gorge blanche;10554;;
RISBRE;Rissa brevirostris;Mouette des brumes;8766;;
RISGRA;Phylidonyris nigra;Méliphage fardé;13417;;
RISNIG;Melanocharis nigra;Piquebaie noir;17050;;
RISTRI;Rissa tridactyla;Mouette tridactyle;8765;;
RIXCRI;Lophostrix cristata;Duc à aigrettes;10039;;
ROLMIC;Rollandia microptera;Grèbe microptère;6625;;
ROLROL;Rollandia rolland;Grèbe de Rolland;6624;;
ROLROU;Rollulus rouloul;Rouloul couronné;8027;;
RORADU;Roraimia adusta;Anabasitte du Roraima;12876;;
ROSBEN;Rostratula benghalensis;Rhynchée peinte;8421;;
ROSHAM;Rostrhamus hamatus;Milan à long bec;7372;;
ROSSEM;Rostratula semicollaris;Rhynchée de Saint-Hilaire;8422;;
ROSSOC;Rostrhamus sociabilis;Milan des marais;7371;;
ROUROU;Rougetius rougetii;Râle de Rouget;8234;;
ROWGOU;Rowettia goughensis;Rowettie de Gough;18434;;
RUFFER;Aythya ferina x netta rufina;Hybride F. milouin X Nette rousse;18948;;
RUKLON;Rukia longirostra;Zostérops de Ponapé;15918;;
RUKRUK;Rukia ruki;Zostérops de Truk;15917;;
RUPPER;Rupicola peruviana;Coq-de-roche péruvien;12348;;
RUPRUP;Rupicola rupicola;Coq-de-roche orange;12347;;
RUSRUS;Cyanicterus cyanicterus;Tangara cyanictère;18243;;
RUSURB;Hirundo rustica x delichon urbica;Hybride H. rustique x H. de fenetre;18945;;
RYNALB;Rynchops albicollis;Bec-en-ciseaux à collier;8824;;
RYNFLA;Rynchops flavirostris;Bec-en-ciseaux d'Afrique;8823;;
RYNNIG;Rynchops niger;Bec-en-ciseaux noir;8822;;
SAGSER;Sagittarius serpentarius;Messager sagittaire;7659;;
SAKBER;Sakesphorus bernardi;Batara de Bernard;12450;;
SAKCAN;Sakesphorus canadensis;Batara huppé;12448;;
SAKCRI;Sakesphorus cristatus;Batara à joues argent;12449;;
SAKLUC;Sakesphorus luctuosus;Batara luisant;12453;;
SAKRAX;Sakesphorus melanothorax;Batara de Cayenne;12452;;
SAKTUS;Sakesphorus melanonotus;Batara à dos noir;12451;;
SALALB;Saltator albicollis;Saltator gros-bec;18638;;
SALAUR;Saltator aurantiirostris;Saltator à bec orange;18633;;
SALCIN;Saltator cinctus;Saltator masqué;18635;;
SALCOE;Saltator coerulescens;Saltator gris;18629;;
SALEPS;Saltator atriceps;Saltator à tête noire;18626;;
SALLIS;Saltator atricollis;Saltator à gorge noire;18636;;
SALMUL;Saltatricula multicolor;Saltatricule du chaco;18402;;
SALMUS;Saltator maximus;Saltator des grands-bois;18627;;
SALNIG;Saltator nigriceps;Saltator à capuchon;18632;;
SALNIS;Saltator atripennis;Saltator à ailes noires;18628;;
SALOBS;Salpinctes obsoletus;Troglodyte des rochers;15368;;
SALORE;Saltator orenocensis;Saltator de l'Orénoque;18631;;
SALRUF;Saltator rufiventris;Saltator à ventre roux;18637;;
SALSIM;Saltator similis;Saltator olive;18630;;
SALSPI;Salpornis spilonotus;Grimpereau tacheté;15346;;
SALSUS;Saltator maxillosus;Saltator à bec épais;18634;;
SALWAI;Salvadorina waigiuensis;Canard de Salvadori;7222;;
SANBEN;Hybride s. sandvicensis x s. bengalensis;Hybride sterne caugek x sterne voyageuse;18980;;
SANELE;S. sandvicensis x s. elegans;Hybride de sterne caugex x sterne élégan;18979;;
SANSBO;Sterna sandvicensis x 'bec orange';Hybride S. caugek x S. à bec orange;18967;;
SAPAEN;Sapayoa aenigma;Sapayoa à bec large;12363;;
SAPNOG;Sapheopipo noguchii;Pic d'Okinawa;11640;;
SAPSPA;Sappho sparganura;Colibri sapho;10722;;
SARAFF;Sarothrura affinis;Râle affin;8155;;
SARAUR;Saroglossa aurata;Étourneau malgache;15200;;
SARAYR;Sarothrura ayresi;Râle à miroir;8157;;
SARBOE;Sarothrura boehmi;Râle de Böhm;8154;;
SARELE;Sarothrura elegans;Râle ponctué;8151;;
SARINS;Sarothrura insularis;Râle insulaire;8156;;
SARLUG;Sarothrura lugens;Râle à tête rousse;8153;;
